date,home_team,away_team,home_goals,away_goals,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,result,odds_home_win,odds_draw,odds_away_win,season,elo_home_pre,elo_away_pre,elo_diff_pre,form_wins_home,form_points_home,form_goals_scored_home,form_goals_conceded_home,form_shots_on_target_home,form_fouls_committed_home,form_win_streak_home,form_wins_away,form_points_away,form_goals_scored_away,form_goals_conceded_away,form_shots_on_target_away,form_fouls_committed_away,form_win_streak_away,home_squad_value,home_squad_size,away_squad_value,away_squad_size
2018-02-24,West Brom,Huddersfield,1,2,3,7,11,9,A,1.94,3.2912500000000007,4.53875,17,1410.410652410825,1446.9227234023058,-36.51207099148087,1.0,4.0,5.0,10.0,14.0,51.0,0,1.0,3.0,5.0,12.0,10.0,59.0,1,171800000.0,26,81850000.0,27
2018-02-25,Crystal Palace,Tottenham,0,1,3,4,12,5,A,7.26125,4.52625,1.48375,17,1463.063634833822,1659.3042804819956,-196.24064564817377,1.0,5.0,5.0,9.0,20.0,65.0,0,3.0,11.0,10.0,3.0,30.0,58.0,1,191450000.0,28,706000000.0,24
2018-02-25,Man United,Chelsea,2,1,5,7,13,12,H,2.2787500000000005,3.2300000000000004,3.4325,17,1634.0999756929525,1636.0713600414897,-1.9713843485371856,3.0,9.0,6.0,3.0,27.0,59.0,0,2.0,7.0,8.0,7.0,33.0,43.0,1,741500000.0,27,695750000.0,24
2018-03-01,Arsenal,Man City,0,3,5,5,11,11,A,4.4662500000000005,3.97375,1.7625000000000002,17,1586.2183005330037,1723.403925723872,-137.18562519086845,2.0,6.0,11.0,8.0,25.0,41.0,0,3.0,10.0,15.0,7.0,41.0,38.0,1,492450000.0,24,792500000.0,22
2018-03-03,Burnley,Everton,2,1,8,4,9,12,H,2.515,3.05125,3.2275,17,1484.5057119162536,1496.106964988685,-11.601253072431293,0.0,3.0,3.0,5.0,11.0,48.0,0,2.0,7.0,7.0,9.0,17.0,55.0,0,126350000.0,27,343250000.0,29
2018-03-03,Leicester,Bournemouth,1,1,4,3,11,7,D,1.86375,3.671250000000001,4.34875,17,1508.8762100980734,1488.9951061253312,19.881103972742267,1.0,5.0,6.0,9.0,22.0,52.0,0,2.0,8.0,9.0,8.0,23.0,57.0,0,212000000.0,23,113500000.0,24
2018-03-03,Liverpool,Newcastle,2,0,3,2,7,9,H,1.2162499999999998,6.9875,14.325,17,1660.2465382168798,1458.8947122248576,201.3518259920222,3.0,10.0,11.0,4.0,30.0,47.0,2,1.0,6.0,6.0,7.0,23.0,55.0,0,548000000.0,25,157150000.0,25
2018-03-03,Southampton,Stoke,0,0,6,3,8,13,D,1.7475000000000005,3.6725,5.205,17,1461.3798544659885,1431.5314952613212,29.848359204667076,1.0,6.0,6.0,7.0,22.0,45.0,0,1.0,6.0,5.0,4.0,19.0,71.0,0,233600000.0,25,188000000.0,26
2018-03-03,Swansea,West Ham,4,1,8,2,9,14,H,2.54375,3.16625,3.04375,17,1455.723901727171,1475.5620464746048,-19.838144747433716,3.0,10.0,7.0,6.0,12.0,33.0,0,1.0,5.0,6.0,9.0,16.0,44.0,0,159000000.0,26,213000000.0,24
2018-03-03,Tottenham,Huddersfield,2,0,7,3,6,8,H,1.195,7.19375,16.8125,17,1666.8259184490607,1459.7327341197465,207.09318432931445,3.0,11.0,7.0,3.0,24.0,52.0,2,2.0,6.0,6.0,9.0,15.0,61.0,2,706000000.0,24,81850000.0,27
2018-03-03,Watford,West Brom,1,0,4,2,11,12,H,2.1437500000000003,3.2775000000000003,3.7775,17,1446.8338101082404,1397.6006416933844,49.23316841485598,2.0,7.0,5.0,5.0,22.0,50.0,1,0.0,1.0,4.0,12.0,13.0,54.0,0,186500000.0,30,171700000.0,25
2018-03-04,Brighton,Arsenal,2,1,6,7,13,12,H,4.09875,3.6925,1.9125,17,1473.9605312348458,1576.8411886983836,-102.88065746353776,2.0,8.0,9.0,8.0,21.0,60.0,1,2.0,6.0,10.0,9.0,27.0,42.0,0,116000000.0,27,492450000.0,24
2018-03-04,Man City,Chelsea,1,0,3,0,8,9,H,1.5949999999999998,4.2375,5.82125,17,1732.7810375584922,1626.0571665774498,106.7238709810424,4.0,13.0,15.0,3.0,42.0,42.0,2,2.0,6.0,9.0,9.0,33.0,41.0,0,792500000.0,22,695750000.0,24
2018-03-05,Crystal Palace,Man United,2,3,4,8,10,8,A,6.7725,4.1425,1.54125,17,1455.5419968667568,1644.114169156992,-188.57217229023513,0.0,2.0,4.0,10.0,21.0,61.0,0,3.0,9.0,5.0,4.0,23.0,58.0,1,191450000.0,28,741500000.0,27
2018-03-10,Chelsea,Crystal Palace,2,1,11,2,8,9,H,1.29875,5.6125,11.35625,17,1619.410839274169,1447.790531998568,171.6203072756009,1.0,3.0,5.0,10.0,23.0,45.0,0,0.0,2.0,5.0,9.0,20.0,63.0,0,695750000.0,24,191450000.0,28
2018-03-10,Everton,Brighton,2,0,3,4,10,14,H,2.19,3.18875,3.745,17,1485.767868931029,1487.4341021522484,-1.6662332212194997,2.0,6.0,7.0,10.0,17.0,52.0,0,3.0,11.0,11.0,5.0,24.0,61.0,2,343250000.0,29,116000000.0,27
2018-03-10,Huddersfield,Swansea,0,0,4,0,9,9,D,2.4975,3.08875,3.1975,17,1455.4872000366838,1466.3429059773591,-10.855705940675309,2.0,6.0,6.0,9.0,15.0,56.0,0,3.0,10.0,10.0,7.0,18.0,37.0,1,81850000.0,27,159000000.0,26
2018-03-10,Man United,Liverpool,2,1,2,2,10,16,H,2.7575,3.31125,2.70875,17,1651.8656340251807,1664.6088014540992,-12.743167428918468,3.0,9.0,7.0,6.0,29.0,54.0,2,4.0,13.0,13.0,3.0,29.0,45.0,3,741500000.0,27,548000000.0,25
2018-03-10,Newcastle,Southampton,3,0,5,2,10,10,H,2.74,3.1575,2.815,17,1454.5324489876382,1458.3439782329474,-3.8115292453092025,1.0,6.0,5.0,6.0,21.0,54.0,0,1.0,6.0,5.0,6.0,24.0,45.0,0,157150000.0,25,233600000.0,25
2018-03-10,West Brom,Leicester,1,4,2,6,6,7,A,3.02625,3.23375,2.5275,17,1389.253839113404,1506.1648229862608,-116.91098387285685,0.0,0.0,3.0,12.0,10.0,56.0,0,0.0,3.0,5.0,10.0,21.0,52.0,0,171700000.0,25,212000000.0,23
2018-03-10,West Ham,Burnley,0,3,4,4,13,7,A,2.25125,3.17125,3.6062500000000006,17,1464.9430422244168,1494.8448079739096,-29.901765749492824,1.0,4.0,6.0,12.0,14.0,50.0,0,1.0,6.0,5.0,5.0,17.0,50.0,1,213000000.0,24,126350000.0,27
2018-03-11,Arsenal,Watford,3,0,7,4,12,9,H,1.4787499999999998,4.59875,6.89375,17,1563.367617780981,1455.180612688221,108.18700509276005,1.0,3.0,7.0,10.0,24.0,48.0,0,3.0,10.0,6.0,3.0,23.0,51.0,2,492450000.0,24,186500000.0,30
2018-03-11,Bournemouth,Tottenham,1,4,3,8,10,7,A,6.4675,4.51375,1.51375,17,1491.7064932371438,1671.0714525321232,-179.36495929497937,2.0,8.0,9.0,8.0,23.0,57.0,0,4.0,13.0,8.0,2.0,29.0,43.0,3,113500000.0,24,706000000.0,24
2018-03-12,Stoke,Man City,0,2,0,6,6,8,A,13.375,6.48,1.2375,17,1434.567371494362,1739.4273648617732,-304.8599933674111,0.0,4.0,3.0,4.0,16.0,66.0,0,4.0,13.0,13.0,2.0,36.0,45.0,3,188000000.0,26,792500000.0,22
2018-03-17,Bournemouth,West Brom,2,1,5,6,6,9,H,1.83875,3.5675000000000003,4.63375,17,1483.6743157266137,1379.202081250647,104.47223447596662,1.0,5.0,7.0,12.0,21.0,55.0,0,0.0,0.0,4.0,13.0,11.0,52.0,0,113500000.0,24,171700000.0,25
2018-03-17,Huddersfield,Crystal Palace,0,2,2,6,11,12,A,2.8499999999999996,3.135,2.7025,17,1453.8010466437709,1442.7838494203386,11.017197223432277,2.0,7.0,6.0,6.0,18.0,57.0,0,0.0,1.0,5.0,10.0,19.0,57.0,0,81850000.0,27,190700000.0,28
2018-03-17,Liverpool,Watford,5,0,10,1,5,4,H,1.18625,7.54375,15.675,17,1654.2310031618977,1448.5746856271492,205.6563175347485,3.0,10.0,11.0,5.0,24.0,53.0,0,3.0,9.0,6.0,6.0,25.0,48.0,0,548000000.0,25,186500000.0,30
2018-03-17,Stoke,Everton,1,2,4,9,13,12,A,2.4712500000000004,3.24875,3.055,17,1429.855964990845,1495.771812965416,-65.91584797457108,0.0,3.0,3.0,6.0,12.0,60.0,0,2.0,6.0,7.0,9.0,16.0,53.0,1,188000000.0,26,343000000.0,28
2018-03-31,Brighton,Leicester,0,2,3,4,11,13,A,2.74,3.18625,2.72875,17,1477.4301581178613,1516.2165808490176,-38.786422731156335,3.0,10.0,10.0,6.0,26.0,65.0,0,1.0,6.0,8.0,9.0,26.0,49.0,1,116000000.0,27,212000000.0,23
2018-03-31,Crystal Palace,Liverpool,1,2,3,6,6,8,A,6.6125,4.4225,1.5,17,1457.2030971569825,1658.5055185740578,-201.3024214170753,1.0,3.0,6.0,9.0,19.0,58.0,1,4.0,12.0,14.0,3.0,31.0,43.0,1,190700000.0,28,548000000.0,25
2018-03-31,Everton,Man City,1,3,2,4,10,8,A,9.54375,5.2250000000000005,1.33375,17,1507.5675065591545,1744.1387713652905,-236.5712648061358,3.0,9.0,8.0,5.0,23.0,57.0,2,4.0,13.0,12.0,2.0,32.0,43.0,4,343000000.0,28,792500000.0,22
2018-03-31,Man United,Swansea,2,0,5,2,5,13,H,1.2325,6.34625,13.57,17,1662.2434323173825,1468.029059370272,194.21437294711015,4.0,12.0,9.0,5.0,28.0,51.0,3,2.0,8.0,7.0,6.0,14.0,42.0,0,741500000.0,27,159000000.0,26
2018-03-31,Newcastle,Huddersfield,1,0,3,0,9,10,H,1.7612499999999998,3.5175,5.18125,17,1464.6085119673555,1439.381798907127,25.226713060228576,2.0,8.0,7.0,5.0,22.0,49.0,1,2.0,7.0,6.0,6.0,20.0,49.0,0,157150000.0,25,81850000.0,27
2018-03-31,Watford,Bournemouth,2,2,5,6,16,6,D,2.28875,3.3925,3.18,17,1444.300170214989,1490.3831124197638,-46.08294220477478,2.0,6.0,2.0,10.0,18.0,41.0,0,1.0,5.0,7.0,12.0,18.0,47.0,1,186500000.0,30,113500000.0,24
2018-03-31,West Brom,Burnley,1,2,3,4,12,9,A,2.5925,3.046250000000001,3.0274999999999994,17,1372.493284557497,1507.8817714196657,-135.38848686216852,0.0,0.0,3.0,12.0,14.0,49.0,0,2.0,8.0,7.0,4.0,19.0,42.0,2,171700000.0,25,126350000.0,27
2018-03-31,West Ham,Southampton,3,0,5,0,9,16,H,2.8325,3.21375,2.625,17,1451.906078778661,1448.26791525323,3.638163525430855,1.0,3.0,5.0,14.0,15.0,52.0,0,1.0,5.0,4.0,8.0,23.0,47.0,0,213000000.0,24,233600000.0,25
2018-04-01,Arsenal,Stoke,3,0,11,2,9,13,H,1.30625,5.6499999999999995,10.0275,17,1569.973544842053,1418.0602713971066,151.91327344494607,2.0,6.0,9.0,7.0,27.0,52.0,1,0.0,3.0,3.0,6.0,12.0,54.0,0,499000000.0,24,190000000.0,26
2018-04-01,Chelsea,Tottenham,1,3,4,7,4,11,A,2.34,3.3274999999999997,3.1512499999999997,17,1624.4175218523983,1679.103630042653,-54.68610819025503,2.0,6.0,7.0,8.0,29.0,48.0,1,4.0,13.0,10.0,3.0,31.0,40.0,4,741750000.0,24,720000000.0,24
2018-04-07,Bournemouth,Crystal Palace,2,2,5,6,8,9,D,2.4875,3.40625,2.9275,17,1490.8635336453524,1449.831113201448,41.03242044390436,1.0,6.0,8.0,10.0,22.0,41.0,0,1.0,3.0,6.0,8.0,18.0,49.0,0,122500000.0,24,195700000.0,28
2018-04-07,Brighton,Huddersfield,1,1,4,5,13,7,D,1.8375,3.45375,4.9075,17,1464.6983762579837,1430.2677701699974,34.43060608798601,2.0,7.0,7.0,7.0,24.0,65.0,0,1.0,4.0,2.0,6.0,16.0,47.0,0,122500000.0,27,89350000.0,27
2018-04-07,Everton,Liverpool,0,0,1,3,12,7,D,4.11625,3.59375,1.94,17,1501.190126353447,1665.8775025295922,-164.6873761761451,2.0,6.0,6.0,7.0,20.0,53.0,0,4.0,12.0,14.0,4.0,33.0,43.0,2,343000000.0,28,548000000.0,25
2018-04-07,Leicester,Newcastle,1,2,1,4,7,14,A,1.94,3.4775,4.255,17,1528.9483627088955,1473.722540704485,55.225822004410475,2.0,8.0,9.0,8.0,25.0,53.0,2,3.0,10.0,7.0,4.0,17.0,50.0,2,234000000.0,23,159250000.0,25
2018-04-07,Man City,Man United,2,3,6,4,17,9,A,1.875,3.6575,4.307499999999999,17,1750.5161515709976,1666.7542703418796,83.76188122911799,5.0,15.0,14.0,2.0,29.0,45.0,5,4.0,12.0,9.0,5.0,26.0,51.0,4,856500000.0,23,750500000.0,26
2018-04-07,Stoke,Tottenham,1,2,4,4,19,8,A,10.29625,5.43,1.32625,17,1412.589251139063,1691.2871510538232,-278.6978999147602,0.0,2.0,2.0,8.0,11.0,61.0,0,5.0,15.0,11.0,2.0,32.0,42.0,5,190000000.0,26,720000000.0,24
2018-04-07,Watford,Burnley,1,2,5,4,18,12,A,2.325,3.1725,3.385,17,1443.8197489894003,1517.318055169512,-73.49830618011151,2.0,7.0,4.0,10.0,19.0,50.0,0,3.0,10.0,8.0,4.0,20.0,42.0,3,186500000.0,30,126350000.0,27
2018-04-07,West Brom,Swansea,1,1,3,1,15,5,D,2.40375,3.175,3.235,17,1363.0570008076504,1463.5182213457747,-100.46122053812428,0.0,0.0,4.0,11.0,16.0,50.0,0,2.0,7.0,6.0,7.0,15.0,47.0,0,172000000.0,25,159000000.0,26
2018-04-08,Arsenal,Southampton,3,2,7,8,11,7,H,1.5812500000000005,4.25875,5.95125,17,1575.4445651000965,1438.441644539112,137.0029205609842,2.0,6.0,7.0,6.0,31.0,53.0,2,0.0,2.0,1.0,9.0,18.0,53.0,0,499000000.0,24,248500000.0,24
2018-04-08,Chelsea,West Ham,1,1,6,2,7,11,D,1.285,5.805000000000001,11.47625,17,1612.2340008412284,1461.732349492779,150.5016513484495,2.0,6.0,7.0,7.0,30.0,44.0,0,2.0,6.0,7.0,11.0,19.0,54.0,1,741750000.0,24,218000000.0,24
2018-04-14,Burnley,Leicester,2,1,3,6,9,10,H,2.64625,3.1525,2.9200000000000004,17,1528.8520746204322,1513.1083684565267,15.743706163905472,4.0,13.0,10.0,4.0,23.0,45.0,4,2.0,8.0,9.0,5.0,24.0,48.0,0,126350000.0,27,234000000.0,23
2018-04-14,Crystal Palace,Brighton,3,2,8,3,12,16,H,1.895,3.4275,4.598750000000001,17,1453.2255060822397,1461.5148655560597,-8.289359473820014,1.0,4.0,8.0,9.0,21.0,46.0,0,2.0,7.0,7.0,7.0,22.0,68.0,0,195700000.0,28,122500000.0,27
2018-04-14,Huddersfield,Watford,1,0,1,2,9,8,H,2.62875,3.165,2.9124999999999996,17,1433.4512808719214,1432.2857295384804,1.1655513334410443,0.0,2.0,1.0,6.0,14.0,45.0,0,1.0,4.0,4.0,12.0,19.0,58.0,0,89350000.0,27,186500000.0,30
2018-04-14,Liverpool,Bournemouth,3,0,7,1,9,9,H,1.245,6.6499999999999995,12.48625,17,1662.3673214560397,1487.469140764561,174.89818069147873,3.0,10.0,10.0,3.0,24.0,43.0,0,1.0,6.0,8.0,10.0,22.0,37.0,0,548000000.0,25,122500000.0,24
2018-04-14,Southampton,Chelsea,2,3,7,5,13,14,A,4.49625,3.642500000000001,1.85,17,1432.5996531112487,1605.7394197531503,-173.1397666419016,0.0,2.0,3.0,10.0,22.0,55.0,0,1.0,4.0,5.0,8.0,28.0,40.0,0,248500000.0,24,741750000.0,24
2018-04-14,Swansea,Everton,1,1,7,3,10,11,D,2.565,3.15625,3.0287499999999996,17,1462.1270238395196,1504.7003074269996,-42.57328358748009,1.0,5.0,6.0,8.0,12.0,42.0,0,2.0,7.0,6.0,6.0,19.0,56.0,0,159000000.0,26,343000000.0,28
2018-04-14,Tottenham,Man City,1,3,3,6,11,12,A,2.655,3.5337500000000004,2.6399999999999997,17,1696.594961707928,1733.816021837163,-37.22106012923496,5.0,15.0,12.0,3.0,30.0,37.0,6,4.0,12.0,11.0,4.0,24.0,52.0,0,720000000.0,24,856500000.0,23
2018-04-15,Man United,West Brom,0,1,4,4,8,13,A,1.1899999999999995,7.275,17.66875,17,1683.4544000757144,1364.4481983139056,319.0062017618088,5.0,15.0,12.0,6.0,24.0,45.0,5,0.0,1.0,4.0,10.0,16.0,54.0,0,750500000.0,26,172000000.0,25
2018-04-15,Newcastle,Arsenal,2,1,4,3,11,9,H,3.1950000000000003,3.5500000000000003,2.26375,17,1489.5625349568538,1581.2865565279596,-91.72402157110582,3.0,10.0,8.0,5.0,18.0,52.0,3,3.0,9.0,10.0,7.0,37.0,55.0,3,159250000.0,25,499000000.0,24
2018-04-16,West Ham,Stoke,1,1,6,7,15,21,D,2.0025,3.42875,4.04875,17,1468.226930580857,1407.2814404849582,60.945490095898776,1.0,4.0,6.0,12.0,17.0,54.0,0,0.0,1.0,2.0,9.0,13.0,64.0,0,218000000.0,24,190000000.0,26
2018-04-17,Brighton,Tottenham,1,1,5,6,6,5,D,6.356249999999999,4.2612499999999995,1.5487500000000003,17,1451.2878156866784,1683.8093303574117,-232.52151467073327,1.0,4.0,5.0,9.0,20.0,67.0,0,4.0,12.0,12.0,6.0,29.0,43.0,0,122500000.0,27,720000000.0,24
2018-04-18,Bournemouth,Man United,0,2,2,4,9,8,A,4.89875,3.85125,1.74375,17,1482.5368103155115,1661.8880653089657,-179.35125499345395,1.0,5.0,7.0,12.0,20.0,39.0,0,4.0,12.0,10.0,6.0,23.0,40.0,0,122500000.0,24,750500000.0,26
2018-04-19,Burnley,Chelsea,1,2,2,5,9,11,A,4.316249999999999,3.45375,1.90875,17,1538.276652082162,1613.9642211379537,-75.68756905579176,5.0,15.0,11.0,4.0,23.0,46.0,5,2.0,7.0,7.0,8.0,26.0,42.0,1,126350000.0,27,741750000.0,24
2018-04-19,Leicester,Southampton,0,0,3,2,10,10,D,2.3499999999999996,3.42125,3.0887499999999997,17,1503.683790994797,1424.3748517264453,79.30893926835165,2.0,7.0,9.0,6.0,21.0,48.0,0,0.0,1.0,4.0,12.0,23.0,54.0,0,234000000.0,23,248500000.0,24
2018-04-21,Watford,Crystal Palace,0,0,4,1,17,13,D,2.92875,3.31625,2.53,17,1422.3767548816386,1463.4525559516203,-41.075801069981935,0.0,1.0,3.0,13.0,17.0,55.0,0,2.0,7.0,9.0,8.0,25.0,48.0,1,186500000.0,30,195700000.0,29
2018-04-21,West Brom,Liverpool,2,2,6,3,12,5,D,6.883749999999999,4.27875,1.52375,17,1386.0145330806542,1667.299651905089,-281.2851188244347,1.0,4.0,5.0,9.0,18.0,55.0,1,3.0,10.0,11.0,3.0,28.0,45.0,1,172000000.0,25,548000000.0,25
2018-04-22,Arsenal,West Ham,4,1,8,4,11,9,H,1.5449999999999997,4.465,6.02625,17,1568.1938826212247,1464.2105601682404,103.98332245298434,3.0,9.0,11.0,6.0,35.0,53.0,0,1.0,5.0,6.0,9.0,19.0,62.0,0,499000000.0,24,218000000.0,24
2018-04-22,Man City,Swansea,5,0,12,1,6,8,H,1.14125,8.895,20.9125,17,1746.6016531876792,1461.5256306292815,285.07602255839765,4.0,12.0,11.0,5.0,25.0,53.0,1,1.0,6.0,6.0,5.0,18.0,46.0,0,856500000.0,23,159000000.0,26
2018-04-22,Stoke,Burnley,1,1,3,7,15,5,D,2.28875,3.27375,3.3887499999999995,17,1411.297810897575,1526.8181136048115,-115.52030270723684,0.0,1.0,3.0,10.0,17.0,72.0,0,4.0,12.0,10.0,5.0,17.0,46.0,0,190000000.0,26,126350000.0,27
2018-04-23,Everton,Newcastle,1,0,1,2,10,11,H,2.285,3.255,3.3875,17,1505.3017006372377,1502.6552088635888,2.646491773648904,2.0,8.0,6.0,5.0,18.0,55.0,0,4.0,12.0,8.0,4.0,18.0,53.0,4,344000000.0,29,159250000.0,25
2018-04-28,Burnley,Brighton,0,0,4,1,5,17,D,2.21875,3.1475,3.6925,17,1524.9166679838013,1456.800675483981,68.11599249982032,3.0,10.0,8.0,6.0,20.0,44.0,0,0.0,2.0,4.0,9.0,19.0,60.0,0,126350000.0,27,122500000.0,27
2018-04-28,Crystal Palace,Leicester,5,0,9,1,11,9,H,2.065,3.4625000000000004,3.765,17,1464.1055290105385,1499.1145156262055,-35.00898661566703,2.0,8.0,8.0,6.0,24.0,52.0,0,2.0,7.0,8.0,5.0,20.0,47.0,0,195700000.0,29,234000000.0,23
2018-04-28,Huddersfield,Everton,0,2,2,5,9,8,A,2.6175,3.0575,3.03,17,1443.3602555287632,1515.161115638199,-71.80086010943546,1.0,5.0,2.0,4.0,12.0,46.0,1,2.0,8.0,5.0,5.0,16.0,55.0,1,89350000.0,27,344000000.0,29
2018-04-28,Liverpool,Stoke,0,0,2,1,7,14,D,1.30875,5.60625,10.075,17,1660.5461505697729,1413.1992565185851,247.34689405118752,3.0,11.0,12.0,3.0,29.0,34.0,0,0.0,2.0,4.0,9.0,20.0,81.0,0,548000000.0,25,190000000.0,26
2018-04-28,Newcastle,West Brom,0,1,2,2,8,13,A,1.87375,3.4687499999999996,4.61625,17,1492.7957938626278,1392.7680344159703,100.02775944665746,4.0,12.0,8.0,3.0,18.0,55.0,0,1.0,5.0,6.0,7.0,22.0,61.0,0,159250000.0,25,172000000.0,25
2018-04-28,Southampton,Bournemouth,2,1,6,7,12,11,H,1.7075,3.90875,5.055,17,1428.9441270950367,1474.5042112191384,-45.56008412410165,0.0,1.0,4.0,12.0,19.0,56.0,0,1.0,5.0,6.0,10.0,19.0,38.0,0,248500000.0,24,122500000.0,24
2018-04-28,Swansea,Chelsea,0,1,3,3,13,9,A,7.123749999999999,4.3012500000000005,1.5074999999999998,17,1458.6303566796275,1625.422759615304,-166.79240293567636,0.0,3.0,2.0,9.0,11.0,45.0,0,3.0,10.0,9.0,8.0,31.0,44.0,2,159000000.0,26,741750000.0,24
2018-04-29,Man United,Arsenal,2,1,3,3,12,7,H,1.435,4.65125,7.755,17,1669.920664405339,1574.9162910745931,95.0043733307457,4.0,12.0,9.0,4.0,19.0,40.0,1,4.0,12.0,14.0,5.0,36.0,52.0,1,750500000.0,26,499000000.0,24
2018-04-29,West Ham,Man City,1,4,1,7,5,11,A,9.91,5.37125,1.3337500000000002,17,1457.4881517148715,1749.4969271373332,-292.00877542246144,1.0,5.0,6.0,9.0,21.0,57.0,0,4.0,12.0,15.0,5.0,34.0,51.0,2,218000000.0,24,856500000.0,23
2018-04-30,Tottenham,Watford,2,0,3,5,11,10,H,1.16,8.04375,19.1875,17,1678.2964705601091,1421.7237818227206,256.5726887373885,3.0,10.0,11.0,7.0,28.0,42.0,0,0.0,2.0,3.0,10.0,17.0,63.0,0,720000000.0,24,186500000.0,30
2018-05-04,Brighton,Man United,1,0,4,3,5,3,H,4.6975,3.54,1.84625,17,1461.035423285619,1676.8960287037437,-215.86060541812503,0.0,3.0,4.0,7.0,16.0,63.0,0,4.0,12.0,9.0,4.0,20.0,42.0,2,122500000.0,27,750500000.0,26
2018-05-05,Bournemouth,Swansea,1,0,5,3,10,10,H,2.1025,3.5225,3.5925000000000007,17,1463.0026612782906,1450.2069033583211,12.795757919969446,0.0,2.0,5.0,11.0,21.0,43.0,0,0.0,2.0,2.0,10.0,14.0,49.0,0,122500000.0,24,159000000.0,26
2018-05-05,Everton,Southampton,1,1,3,5,14,12,D,2.8725,3.26625,2.61125,17,1526.7536850366805,1440.4456770358845,86.30800800079578,2.0,8.0,5.0,4.0,12.0,51.0,2,1.0,4.0,6.0,10.0,23.0,58.0,1,344000000.0,29,248500000.0,24
2018-05-05,Leicester,West Ham,0,2,2,3,8,9,A,2.23625,3.415,3.3562499999999997,17,1487.9761890871432,1452.4903237107628,35.48586537638039,1.0,4.0,4.0,9.0,15.0,49.0,0,1.0,5.0,7.0,10.0,18.0,49.0,0,234000000.0,23,218000000.0,24
2018-05-05,Stoke,Crystal Palace,1,2,2,2,18,12,A,2.6399999999999997,3.3499999999999996,2.77875,17,1421.7039446401595,1475.2438555496008,-53.53991090944123,0.0,3.0,3.0,7.0,17.0,82.0,0,2.0,8.0,11.0,6.0,27.0,51.0,1,190000000.0,26,195700000.0,29
2018-05-05,Watford,Newcastle,2,1,8,1,9,11,H,2.33625,3.3012499999999996,3.2612500000000004,17,1418.3840987362164,1475.628946781976,-57.24484804575968,0.0,2.0,3.0,7.0,21.0,69.0,0,3.0,9.0,5.0,4.0,15.0,53.0,0,186500000.0,30,159250000.0,25
2018-05-05,West Brom,Tottenham,1,0,1,5,13,12,H,7.970000000000001,4.74625,1.4249999999999998,17,1409.934881496622,1681.6361536466134,-271.7012721499914,2.0,8.0,6.0,5.0,18.0,65.0,1,3.0,10.0,9.0,6.0,23.0,46.0,1,172000000.0,25,720000000.0,24
2018-05-06,Arsenal,Burnley,5,0,8,2,6,7,H,1.53625,4.2524999999999995,6.55875,17,1567.9409267761887,1520.6819201821636,47.259006594025095,3.0,9.0,12.0,7.0,32.0,47.0,0,2.0,8.0,6.0,5.0,20.0,40.0,0,499000000.0,24,126350000.0,27
2018-05-06,Chelsea,Liverpool,1,0,4,5,12,9,H,2.22875,3.52125,3.27875,17,1633.8462129366103,1652.041462448199,-18.195249511588372,3.0,10.0,8.0,7.0,23.0,45.0,3,2.0,9.0,7.0,3.0,21.0,36.0,0,741750000.0,24,548000000.0,25
2018-05-06,Man City,Huddersfield,0,0,2,3,9,4,D,1.0862500000000002,11.9875,27.0,17,1754.494755141442,1431.7676861302816,322.72706901116044,4.0,12.0,17.0,6.0,35.0,54.0,3,1.0,4.0,2.0,6.0,10.0,46.0,0,856500000.0,23,89350000.0,27
2018-05-08,Swansea,Southampton,0,1,3,8,7,15,A,3.085,3.2125,2.49,17,1440.685022390859,1445.2200414638887,-4.535019073029616,0.0,2.0,2.0,9.0,15.0,46.0,0,1.0,5.0,7.0,8.0,28.0,54.0,0,159000000.0,26,248500000.0,24
2018-05-09,Chelsea,Huddersfield,1,1,5,2,7,10,D,1.1874999999999998,7.315,17.490000000000002,17,1644.4092559833057,1441.380463576555,203.02879240675043,4.0,13.0,8.0,4.0,23.0,53.0,4,1.0,5.0,2.0,4.0,11.0,39.0,0,741750000.0,24,89350000.0,27
2018-05-09,Leicester,Arsenal,3,1,10,7,7,12,H,3.66125,3.806249999999999,1.985,17,1472.7588235745236,1576.349701658001,-103.59087808347772,0.0,1.0,2.0,11.0,13.0,44.0,0,3.0,9.0,14.0,7.0,29.0,44.0,1,234000000.0,23,499000000.0,24
2018-05-09,Man City,Brighton,3,1,7,3,5,7,H,1.13375,9.2575,21.6325,17,1744.8819776951686,1478.08442204962,266.7975556455485,3.0,10.0,14.0,5.0,33.0,55.0,0,1.0,6.0,5.0,5.0,17.0,57.0,1,856500000.0,23,122500000.0,27
2018-05-09,Tottenham,Newcastle,1,0,7,3,10,8,H,1.18375,7.65625,16.025,17,1663.1123303088311,1463.7241043646254,199.38822594420571,2.0,7.0,6.0,6.0,21.0,47.0,0,2.0,6.0,5.0,6.0,13.0,55.0,0,720000000.0,24,159250000.0,25
2018-05-10,West Ham,Man United,0,0,2,6,12,12,D,4.5525,3.7575,1.8087500000000003,17,1467.7076892233824,1659.8470299397422,-192.1393407163598,1.0,5.0,6.0,10.0,16.0,49.0,1,3.0,9.0,7.0,5.0,18.0,40.0,0,218000000.0,24,750500000.0,26
